arm	trace	repeat	concurrency	region_start	region_frames	region_stride	mix_target	mix_achieved	hit_resident	miss_resident	asks	wall_ns	throughput_fps	p50_ns	p90_ns	p99_ns	max_ns	hop_count	hop_events	hop_p50_ns	hop_p99_ns	gap_p99_ns	gap_max_ns	cpu_ns	cpu_per_ask_ns	threads_max	read_chunk	uring_depth	runtime
uring_nowait_hybrid	forward	1	1	20480	128	40	0.5000	0.5000	1.0000	0.0000	128	119941243	1067.2	1478878	1790692	1925184	1966957	64	383	1263864	1415138	0	0	56094130	438235	5	65536	2	multi
uring_pipelined	forward	1	1	25600	128	40	0.5000	0.5000	1.0000	0.0000	128	89040133	1437.6	602448	1326577	1698358	1743386	64	128	727049	1284631	0	0	59423333	464244	5	65536	2	multi
uring_batched_stream	forward	1	1	0	128	40	0.5000	0.5000	1.0000	0.0000	128	55256534	2316.5	465989	742526	1293855	1299469	64	127	408220	1024235	0	0	45891298	358525	5	65536	2	multi
uring_tuned	forward	1	1	5120	128	40	0.5000	0.5000	1.0000	0.0000	128	54839023	2334.1	499609	769690	840148	1019625	64	293	472850	684736	0	0	40836788	319037	5	65536	2	multi
uring_whole	forward	1	1	10240	128	40	0.5000	0.5000	1.0000	0.0000	128	55004664	2327.1	491765	741752	923384	988302	64	64	379507	530134	0	0	45125225	352540	5	65536	2	multi
pread_nowait_chunked	forward	1	1	15360	128	40	0.5000	0.5000	1.0000	0.0000	128	88002072	1454.5	788760	1391409	1581734	1660979	64	128	939069	1200001	0	0	47511838	371186	6	65536	2	multi
pread_nowait	forward	1	1	20480	128	40	0.5000	0.5000	1.0000	0.0000	128	41820310	3060.7	420968	537150	604237	635696	64	64	372401	441325	0	0	30114671	235270	6	65536	2	multi
pread_blocking_pooled	forward	1	1	25600	128	40	0.5000	0.5000	1.0000	0.0000	128	49886250	2565.8	444040	574819	646170	657801	128	128	406027	573949	0	0	33876714	264661	6	65536	2	multi
uring_nowait_hybrid	forward	2	1	0	128	40	0.5000	0.5000	1.0000	0.0003	128	127122119	1006.9	1240585	1916061	2014176	2054187	64	379	1378776	1574814	0	0	54907409	428964	5	65536	2	multi
uring_pipelined	forward	2	1	5120	128	40	0.5000	0.5000	1.0000	0.0000	128	86387690	1481.7	688217	1296910	1494161	1556364	64	128	883954	1079682	0	0	53069487	414605	5	65536	2	multi
uring_batched_stream	forward	2	1	10240	128	40	0.5000	0.5000	1.0000	0.0000	128	57152505	2239.6	522691	784033	918340	931892	64	127	490344	645117	0	0	43467621	339590	5	65536	2	multi
uring_tuned	forward	2	1	15360	128	40	0.5000	0.5000	1.0000	0.0000	128	64386085	1988.0	596835	833857	948496	956531	64	283	495780	659350	0	0	55623758	434560	5	65536	2	multi
uring_whole	forward	2	1	20480	128	40	0.5000	0.5000	1.0000	0.0000	128	47548079	2692.0	487447	608734	733559	735929	64	64	394433	498281	0	0	32201667	251575	5	65536	2	multi
pread_nowait_chunked	forward	2	1	25600	128	40	0.5000	0.5000	1.0000	0.0000	128	82085779	1559.3	798464	1279908	1385847	1416256	64	128	887246	1094352	0	0	43297778	338263	6	65536	2	multi
pread_nowait	forward	2	1	0	128	40	0.5000	0.5000	1.0000	0.0003	128	43199155	2963.0	439709	559327	630233	1266513	64	64	387749	501933	0	0	27992209	218689	6	65536	2	multi
pread_blocking_pooled	forward	2	1	5120	128	40	0.5000	0.5000	1.0000	0.0000	128	57308281	2233.5	461899	651454	762949	991456	128	128	406153	692829	0	0	38421186	300165	6	65536	2	multi
uring_nowait_hybrid	forward	3	1	10240	128	40	0.5000	0.5000	1.0000	0.0000	128	112099255	1141.8	1288872	1667815	1824060	1980683	64	383	1151801	1389249	0	0	52242183	408142	5	65536	2	multi
uring_pipelined	forward	3	1	15360	128	40	0.5000	0.5000	1.0000	0.0000	128	68297539	1874.2	565827	1011741	1278393	1285147	64	128	565353	1005456	0	0	47023914	367374	5	65536	2	multi
uring_batched_stream	forward	3	1	20480	128	40	0.5000	0.5000	1.0000	0.0000	128	44937367	2848.4	423621	559143	667924	735648	64	121	310509	459682	0	0	39771773	310716	5	65536	2	multi
uring_tuned	forward	3	1	25600	128	40	0.5000	0.5000	1.0000	0.0000	128	55473876	2307.4	462281	780304	1060332	1115626	64	301	431811	702584	0	0	45106941	352397	5	65536	2	multi
uring_whole	forward	3	1	0	128	40	0.5000	0.5000	1.0000	0.0003	128	54814480	2335.1	431395	819429	1524892	2415315	64	64	405591	1258287	0	0	32284861	252225	5	65536	2	multi
